year,month,title,url,text
2025,June,"To pilgrims from the Democratic Republic of Congo, gathered for the Beatification of Floribert Bwana Chui (16 June 2025)",https://www.vatican.va/content/leo-xiv/en/speeches/2025/june/documents/20250616-pellegrini-congo.html,"ADDRESS OF THE HOLY FATHER LEO XIVTO PILGRIMS FROM THE DEMOCRATIC REPUBLIC OF CONGO,GATHERED FOR THE BEATIFICATION OF FLORIBERT BWANA CHUI Clementine HallMonday, 16 June 2025 [Multimedia] ___________________________________ In the name of the Father, of the Son, and of the Holy Spirit. Peace be with you! Your Eminence, brothers in the episcopate,dear brothers and sisters! I welcome you with joy, after the beatification of Floribert Bwana Chui. I greet the bishops present, in particular those of the Democratic Republic of the Congo, including the bishop of Goma, the diocese where the new Blessed lived. I greet the mother and relatives of Blessed Floribert, as well as the Sant’Egidio Community, to which he belonged. This young man met with martyrdom in Goma on 8 July 007. I remember him with the words of beloved Pope Francis, addressed to the young people of Kinshasa, during his apostolic journey in Congo: “A young person like yourselves, Floribert Bwana Chui … at only twenty-six years old, was killed in Goma for having blocked the passage of spoiled foodstuffs that would have been harmful for people’s health. … Since he was a Christian, he prayed. He thought of others and he chose to be honest, saying no to the filth of corruption. That is what it means to keep your hands clean, for hands that traffic in easy money get stained with blood. … To be honest is to shine like the day; it is to radiate the light of God. It is. To live the beatitude of justice:overcome evil with good!” (2 February 2023). Where did a young man find the strength to resist corruption, rooted in the current mentality and capable of any violence? The choice to keep his hands clean – he was a customs official – matured in a conscience formed by prayer, listening to the Word of God, and communion with his brothers. He lived the spirituality of the Sant’Egidio Community, which Pope Francis summarized in three words beginning with the letter “P”: prayer, the poor, and peace. The poor were decisive in his life. Blessed Floribert lived a family life committed to street children, driven to Goma by war, despised and orphaned. He loved them with Christ’s charity: he was interested in them and concerned with their human and Christian formation. A friend recalls: “He was convinced that we were born to do great things, to make a mark on history, to transform reality”.[1][] He was a man of peace. In a region as troubled as Kivu, torn by violence, he continued his battle for peace with meekness, serving the poor, practicing friendship and encounter in a fractured society. A religious sister recalled that he used to say: “The community puts all peoples at the same table”. This young man, not at all resigned to evil, had a dream, which he nourished with the words of the Gospel and closeness to the Lord. Many young people felt abandoned and hopeless, but Floribert listened to the words of Jesus: “I will not leave you orphans; I will come to you” (Jn14:18). No land is abandoned by God! He invited his friends not to give up, and not to live for themselves. Despite everything, he expressed confidence in the future. He said: “The Lord is preparing a new world, where there will be no more war, hatred will be wiped out, violence will no longer appear like a thief in the night … children will grow up in peace. Yes, it is a great dream. Let us not live, then, for what is not worthy. Rather, let us live for this great dream!”. This African martyr, in a continent rich in young people, shows how they can be a leaven for “disarmed and disarming” peace. This Congolese layperson sheds light on the precious value of the witness of the laity and the young. May then, through the intercession of the Virgin Mary and Blessed Floribert, the longed-for peace in Kivu, Congo and all of Africa soon be reached! Thank you. ___________________________________ [1]The testimonies and words of Blessed Floribert Bwana Chui are taken from thePositio super Martyrio._________________________________ Holy See Press Office Bulletin, 16 June 2025 Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,June,To the participants of the Summer School of Astrophysics promoted by the Vatican Observatory (16 June 2025),https://www.vatican.va/content/leo-xiv/en/speeches/2025/june/documents/20250616-specola.html,"ADDRESS OF THE HOLY FATHERTO THE PARTICIPANTS OF THE SUMMER SCHOOL OF ASTROPHYSICSPROMOTED BY THE VATICAN OBSERVATORY Consistory HallMonday, 16 June 2025 [Multimedia] ___________________________________ Good morning, and welcome! I am pleased to have this opportunity to greet all of you, students and scholars from various part of the world who are taking part in the Vatican Observatory Summer School. I offer you my prayerful good wishes that this experience of living and studying together will not only be academically and personally enriching, but also help to develop friendships and forms of collaboration that can only contribute to the progress of science in the service of our one human family. This year’s Summer School - I am told - is devoted to the theme,Exploring the Universe with the James Webb Space Telescope.Surely, this must be an exciting time to be an astronomer! Thanks to that truly remarkable instrument, for the first time we are able to peer deeply into the atmosphere of exoplanets where life may be developing and study the nebulae where planetary systems themselves are forming. With Webb, we can even trace the ancient light of distant galaxies, which speaks of the very beginning of our universe. The authors of sacred Scripture, writing so many centuries ago, did not have the benefit of this privilege. Yet their poetic and religious imagination pondered what the moment of creation must have been like, when “the stars shone in their watches and rejoiced; and their Creator called them and they said, ‘Here we are!’, shining with gladness for him who made them” (Baruch3:34). In our own day, do not the James Webb images also fill us with wonder, and indeed a mysterious joy, as we contemplate their sublime beauty? The Space Telescope science team has worked hard to make these images available to the general public, for which all of us can be grateful. In a special way, though, all of you who are taking part in the Summer School have been given the knowledge and training that can enable you to use this amazing instrument in order to expand our knowledge of the cosmos of which we are a tiny but meaningful part. Of course, none of you have come to this point all by yourself. Each of you is part of a much greater community. Think of all the people over the last thirty years who worked to build the Space Telescope and its instruments, and those who worked to develop the scientific ideas that it was designed to test.Along with the contribution of your fellow scientists, engineers and mathematicians, it was also with the support of your families and so many of your friends that you have been able to appreciate and take part in this wonderful enterprise, which has enabled us to see the world around us in a new way. Never forget, then, that what you are doing is meant to benefit all of us. Be generous in sharing what you learn and what you experience, as best you can and however you can. Do not hesitate to share the joy and the amazement born of your contemplation of the “seeds” that, in the words of Saint Augustine, God has sown in the harmony of the universe (cf.De Genesis ad Litteram, V, 23, 44-45). The more joy you share, the more joy you create, and in this way, through your pursuit of knowledge, each of you can contribute to building a more peaceful and just world. With these thoughts, my friends, I renew my thanks for your visit and I assure you of my prayers for you, your families and your work and upon all of you, I willingly invoke God’s blessings of wisdom and understanding, of joy and peace. God bless you! [Blessing, in English] Thank you. Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,June,To the Bishops of Madagascar (16 June 2025),https://www.vatican.va/content/leo-xiv/en/speeches/2025/june/documents/20250616-vescovi-madagascar.html,"ADDRESS OF THE HOLY FATHERTO THE BISHOPS OF MADAGASCAR Hall of PopesMonday, 16 June 2025 [Multimedia] ___________________________________ Your Eminence, Your Excellencies, dear brothers in the episcopate! It is with great joy that I welcome you today at the tomb of the Apostle Peter, pastors of the Church in Madagascar, who have come to Rome on the Jubilee pilgrimage. This meeting has a particular significance for me, because it is our first meeting. I give thanks to the Lord for this occasion of fraternity in Christ. I must also tell you that I admire your decision to come all together to Rome, as bishops of Madagascar. It is a good sign of unity, already agreed with belovedPope Francis, whom we feel spiritually present also at this time. Hevisited your country in 2019, and three years later, he welcomed you on yourad limina Apostolorumvisit. This time it is theJubilee, the year of grace proclaimed by the Lord Jesus, that has brought you here. And it is good that you have become pilgrims of hope, together with the thousands and thousands of faithful who cross the Holy Doors of the papal basilicas every day. You are first and foremost pilgrims of hope for yourselves: you, who are pastors, have remembered that first of all you are sheep in the flock, to whom Christ says: “I am the gate for the sheep. … Whoever enters through me will be saved, and will come in and go out and find pasture” (Jn10:7-9). And at the same time, you have become pilgrims of hope for your people, for families, for the elderly, children, the young; so that the Churches in Madagascar, through you, may receive the grace to walk in the hope that is Jesus Christ. I am pleased to listen to you tell of the joys and the pastoral trials you faithfully bear. Your closeness to the people of God is a living sign of the Gospel. I encourage each one of you, in your episcopal ministry, to take particular care of the priests, who are your first collaborators and your closest brothers, as well as the religious brothers and sisters who spend themselves in service. I give thanks for the missionary vitality of your particular Churches, heirs to the witness of the saints who, to bring the Gospel to that distant land, feared neither refusal nor persecution. I would like to remember Henri de Solages, the first missionary who did not let himself be discouraged by failure and imprisonment, or the martyr saintJacques Berthieu, whose blood was the seed of Christianity in Madagascar. May your example continue to strengthen you in the giving of yourselves to Christ and to his Church, amid the successes and pastoral trials you go through in order to reach the people of God in the various realities of your dioceses! I urge you not to take your eyes off the poor: they are at the centre of the Gospel and are the privileged recipients of the proclamation of the Good News. May you recognize in them the face of Christ, and may your pastoral action always be inspired by a concrete concern for the little ones. May your ministry in this Jubilee, beyond its trials, help them to ignite the ever-new horizons of the hope offered by Christ. FollowingPope Francis, I invite you to take care of our common home, to preserve the beauty of the Great Island, whose beauty and fragility have been entrusted to you. Care for our home is an integral part of your prophetic mission. Take care of creation, which weeps, and teach your faithful the art of protecting it with justice and peace. Dear brothers, continue your service with courage and hope. The Successor of Peter accompanies you with his prayer and his affection. May the Virgin Mary, Our Lady of Madagascar, protect you. May BlessedRaphaël Rafiringa, BlessedVictoire Rasoamanarivo, SaintJacques Berthieuand all the saints of your land intercede for you. I bless you from my heart.__________________________ Holy See Press Office Bulletin, 16 June 2025 Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,May,Conclusion of the month of May (31 May 2025),https://www.vatican.va/content/leo-xiv/en/speeches/2025/may/documents/20250531-conclusione-mesemariano.html,"CONCLUSION OF THE MONTH OF MAY ADDRESS OF THE HOLY FATHER LEO XIV Lourdes Grotto in the Vatican GardensSaturday, 31 May 2025 [Multimedia] ___________________________________ Dear brothers and sisters, With joy, I join you in this prayer Vigil at the conclusion of the Month of May. It is a gesture of faith with which, in a simple and devoted way, we gather under the maternal mantle of Mary. This year, then, it recalls some important aspects of the Jubilee we are celebrating: praise, the journey, hope, and above all, faith contemplated and manifested chorally. You have prayed the Holy Rosary together: prayer, asJohn Paul IIhighlighted, with a Marian appearance and a Christological heart, which “has all the depth of the Gospel message in its entirety” (Apostolic LetterRosarium Virginis Mariae, 16 October 2002, 1). And, in effect, meditating on theJoyful Mysteries, along the way, you entered and stopped, as in a pilgrimage, in many places of the life of Jesus: in the house of Nazareth, contemplating the Annunciation; in that of Zechariah, contemplating the Visitation, which we are celebrating today; in the grotto of Bethlehem, contemplating the Nativity; in the Temple of Jerusalem, contemplating the presentation and then the finding of Jesus. You have been accompanied, in the Hail Mary repeated with faith, by the words of the Angel to the Mother of God: “Hail, full of grace, the Lord is with you!” (Lk1:28), and those of Elizabeth who welcomes her with joy: “Blessed are you among women, and blessed is the fruit of your womb!” (Lk1:42). Your stops have thus been cadenced by the Word of God, which has marked, with its rhythm, their progress, stops and departures, just as it was for the people of Israel in the desert, on the journey towards the promised Land. Let us look, then, at our existence as a journey following Jesus, to be travelled, as we have done this evening, together with Mary. And let us ask the Lord to be able to praise him every day, “with our lives and our tongues, with hearts and mouths, with our voices and our behaviour” (Saint Augustine,Sermon 256, 1), avoiding discord: the tongue in harmony with life and the mouth with the conscience (cf.ibid.). I greet the Cardinals present, the bishops, the priests, the consecrated persons and all the faithful. I wish to express, in particular, my affection and gratitude to the Benedictine Sisters of theMater EcclesiaeMonastery, who support our community and our work with their hidden and constant prayer. May the joy of this moment remain and grow in us, “in our personal and family lives, in every environment, especially in the life of this family which here in the Vatican serves the universal Church” (Benedict XVI,Conclusion of the Month of May, 31 May 2012). May the Lord bless us and accompany us always, and may Mary intercede for us. Thank you! _______________________ Holy See Press Office Bulletin, 31 May 2025 Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,May,To the Members of the Popular Movements for Peace (30 May 2025),https://www.vatican.va/content/leo-xiv/en/speeches/2025/may/documents/20250530-movimenti-pace.html,"ADDRESS OF HIS HOLINESS POPE LEO XIVTO THE MOVEMENTS AND ASSOCIATIONS OF THE “ARENA OF PEACE” (VERONA) Clementine HallFriday, 30 May 2025 [Multimedia] ___________________________________ Dear brothers and sisters, peace be with you! I am pleased to welcome you, members of the Movements and Associations of the “Arena of Peace.”A year ago, you launched the great “Arena of Peace” event in Verona, withPope Francisin attendance. In a particular way, I would like to thank Bishop Domenico Pompili of Verona and the Comboni Fathers. On that occasion, the Pope stated once again that building peace starts by standing alongside victims and seeing things from their point of view. This approach is essential for disarming hearts, approaches and mentalities, and for denouncing the injustices of a system that kills and is based on the throwaway culture. How can we forget the courageous embrace between Maoz Inon, an Israeli whose parents were killed by Hamas, and Aziz Sarah, a Palestinian whose brother was killed by the Israeli army. They are now friends and work with one another. That gesture remains as a testimony and sign of hope. We thank them for being here today. The path to peace demands hearts and minds trained in concern for others and capable of perceiving the common good in today’s world. For the road to peace involves everyone and leads to the fostering of right relationships between all living beings. AsJohn Paul IIpointed out, peace is an indivisible good; it is either everyone’s or no one’s (cf.Sollicitudo rei socialis, 26). It can truly be attained and enjoyed as a reality of life and integral development only if there exists in people’s consciences “a firm and persevering determination to commit oneself to the common good” (ibid., 38). In an age like our own, marked by speed and immediacy, we need to recover the patience required for this process to occur. History and practical experience have taught us that authentic peace takes shape from the ground up, beginning with places, communities and local institutions, and by listening to what they have to tell us. In this way, we come to realize that peace is possible when disagreements and the conflicts they entail are not set aside, but acknowledged, understood and surmounted. That is why your work as popular movements and associations is especially valuable. Through concrete action “from below,” in dialogue with all parties and with the creativity and ingenuity born of a culture of peace, you are pursuing projects and activities at the concrete service of individuals and the common good. In this way, you generate hope. Dear brothers and sisters, all too much violence exists in the world and our societies. Amid wars, terrorism, human trafficking and widespread aggression, our children and young people need to be able to experience the culture of life, dialogue, and mutual respect. Above all, they need the witness of men and women who embody a different and non-violent way of living. From local and everyday situations up to the international order, whenever those who have suffered injustice and violence resist the temptation to seek revenge, they become the most credible agents of non-violent peacebuilding processes. Non-violence, as a method and a style, must distinguish our decisions, our relationships and our actions. The Gospel and the Church’s social doctrine are a constant source of support for Christians in this effort. They can also act as a compass for everyone, since the fostering of a culture of peace is a task entrusted to all, believers and non-believers alike, who must advance it through reflection and a praxis inspired by the dignity of the person and the common good. If you want peace, prepare institutions of peace. Increasingly we realize that this cannot simply involve political institutions, whether national or international, but requires all institutions – educational, economic and social. The EncyclicalFratelli Tuttifrequently spoke of the need to pass from “I” to “we”, in a spirit of solidarity that needs to find institutional expression. For this reason, I encourage you to remain committed and present: present within history as a leaven of unity, communion and fraternity. Fraternity needs to be recovered, loved, experienced, proclaimed and witnessed, in the confident hope that it is indeed possible, thanks to the love of God “poured into our hearts through the Holy Spirit” (Rom5:5). Dear friends, I thank you for your presence today. I pray for you, that you may continue to work with patient perseverance. I accompany all of you with my blessing. Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,May,Greeting of the Holy Father to the S.S.C. Napoli football team (27 May 2025),https://www.vatican.va/content/leo-xiv/en/speeches/2025/may/documents/20250527-ssc-napoli.html,"GREETING OF THE HOLY FATHER LEO XIVTO THE S.S.C. NAPOLI FOOTBALL TEAM Clementine HallTuesday, 27 May 2025 [Multimedia] __________________________________________ Perhaps they didn’t want to applaud, because in the press it is said that I am a Rome fan… but welcome! This is what the press says. Not everything you read in the press is true! Dear friends, Welcome! And congratulations for your victory in the Championship! It is a great celebration for the city of Naples! And it is precisely on this that I would like to reflect with you. To win the Championship is a milestone that one reaches at the end of a long journey, where what counts the most is not the one-off exploit, or the extraordinary performance of a champion. The Championship is won by the team, and when I say “team”, I mean the players, the trainer with the entire team, and the sports association. Therefore, I am truly happy to welcome you now, to highlight this aspect of your success, which I consider the most important. And I would say that it is so also from a social point of view. We know how popular football is in Italy, and practically all over the world. And so, from this perspective, it seems to me that the social value of an event like this, which goes beyond the merely technical and sporting fact, is the example of a team – in the broadest sense – working together, in which the talents of the individuals are placed at the service of the whole. And there is one last thing it is important to me to say, taking advantage of this occasion. It regards the educational aspect. Unfortunately, when sport becomes a business, it risks losing the values that make it educational, and can even become anti-educational. It is necessary to keep a lookout for this, especially with regard to teenagers. I appeal to parents and sports managers: we must be very careful of the moral quality of the experience of sport at competitive level, because the human growth of the young is at stake. I think we understand each other, and there is no need for many words. I thank you for your visit. And congratulations again! Congratulations also from a lady who is cooking for me in these days, and who is from Naples, and says to you: best wishes! She would like to be here too, Mrs. Rosa, who is a big fan! May the Lord bless you all and your families. All the best! ____________________________________ Holy See Press Office Bulletin, 27 May 2025 Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,May,"Greeting of the Holy Father at the end of the Mass presided over by Card. Arinze, on the occasion of the Jubilee Pilgrimage for Peace in Africa (26 May 2025)",https://www.vatican.va/content/leo-xiv/en/speeches/2025/may/documents/20250526-messa-pace-africa.html,"GREETING OF THE HOLY FATHER LEO XIVAT THE END OF THE MASS PRESIDED OVER BY CARD. ARINZE,ON THE OCCASION OF THE JUBILEE PILGRIMAGE FOR PEACE IN AFRICA Altar of the Chair of St Peter's BasilicaMonday, 26 May 2025 [Multimedia] ___________________ Good afternoon to all of you, especially to the representatives. You can be seated, but I will stand. I just came very briefly to greet all of you and to welcome you to Rome, to the Vatican, to Saint Peter’s Basilica, and to join you very briefly in this Jubilee pilgrimage during this Holy Year, a year which inspires us all and invites us all to look for hope, but also to be signs of hope. How important it is that each and every baptized person feel himself or herself to be called by God to be a sign of hope in the world today. It is our faith that gives us strength. It is our faith that enables us to see the light of Jesus Christ in our lives and to understand how important it is to live our faith. Not only on Sundays, not only during a pilgrimage, but each and every day so that we will be filled with the hope that only Jesus Christ can give us and that all of us together will continue to walk united as brothers and sisters to praise our God; to recognize that everything we have and everything we are is a gift from God, and to place those gifts at the service of others. I am very happy to be able to greet you all for just a very brief moment this afternoon, but to say to each and every one of you: Thank you for living your life, your faith in Jesus Christ. You are already very well accompanied by their Eminences, Cardinal Turkson, Cardinal Arinze, as well as Archbishop Fortunatus, and all of us together, filled with the great witness that you are all giving and that the continent of Africa gives to the whole world. We say, “Thank you, Lord Jesus, and may your name be praised.” God bless you all. So I will conclude with the blessing. May the Lord be with you. May Almighty God bless you, the Father, the Son, and the Holy Spirit. Amen. May God’s peace go with you always. Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,May,Visit to the Basilica of St. Mary Major and veneration of the Icon of the Blessed Virgin Mary ‘Salus Populi Romani’ (25 May 2025),https://www.vatican.va/content/leo-xiv/en/speeches/2025/may/documents/20250525-visita-santamaria-maggiore.html,"VISIT TO THE BASILICA OF SAINT MARY MAJORAND VENERATION OF THE ICON OF THE BLESSED VIRGIN MARY «SALUS POPULI ROMANI» GREETING OF THE HOLY FATHER LEO XIV Basilica of Saint Mary Major6thSunday in the Time of Easter, 25 May 2025 [Multimedia] ___________________ [Greeting of the Holy Father from the Central Loggia of the Basilica of Saint Mary Major at the end of the Act of Veneration of the Icon of the Blessed Virgin Mary ""Salus Populi Romani"".] Brothers and sisters, peace be with you! Good evening to you all. Thank you for being here! Thank you for being here, in front of this Basilica, this afternoon, this evening, when we celebrate, all together, as members of the diocese of Rome, the presence of its new Bishop. I am very happy to see you all here, and I thank you from my heart. I thank all of those who work in this Basilica, the two Cardinals who are accompanying me this evening, and the many people who have dedicated themselves to helping us live this, our life of prayer, of devotion, and who above all help us to be closer to the Mother of Jesus, the Mother of God, Mary Most Holy. It is a beautiful opportunity to renew this devotion to Mary,Salus Populi Romani, who many times has accompanied Rome in her needs. Let us ask God, by the intercession of his Mother, to bless all of you, your families, and your loved ones, and to help us all to walk together in the Church, united as the one family of God. Let us say together: [Hail Mary, full of Grace…] [Blessing] Good evening to you all, and many thanks! ___________________________________ Holy See Press Office Bulletin, 25 May 2025 Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,May,Greeting of the Holy Father at the end of the Eucharistic Celebration on the occasion of his installation on the Chair of Bishop of Rome (25 May 2025),https://www.vatican.va/content/leo-xiv/en/speeches/2025/may/documents/20250525-possesso-cattedra-laterano.html,"PAPAL MASS FOR THE POSSESSION OF THE CHAIR OF THE BISHOP OF ROME GREETING OF THE HOLY FATHER LEO XIV Lateran Basilica6thSunday in the Time of Easter, 25 May 2025 [Multimedia] ___________________ [Holy Father’s words of greeting pronounced from the central Loggia of the Lateran Basilica for the Blessing of the city of Rome at the end of theEucharistic Celebration.] Peace be with you! Dear brothers and sisters, community of Rome, it gives me great pleasure to be here with you this evening, in this liturgical act in which we have celebrated my inauguration as your new Bishop of Rome. Thank you all! Let us live our faith, especially during this Jubilee Year, in search of hope; but seeking to be ourselves the witness that offers hope to the world. A world that suffers a great deal of pain due to wars, violence and poverty! But the Lord asks us as Christians always to be this living witness. To live our faith, feeling in our heart that Jesus Christ is present and to know that He always accompanies us on our journey. Thank you for walking together! Let us all walk together! Always count on me, as a Christian with you and Bishop for you. Thank you all! [Blessing] Good evening to you all! Let us live with this joy, always. Thank you. ___________________________________ Holy See Press Office Bulletin, 25 May 2025  ___________________________________ Holy See Press Office Bulletin, 25 May 2025 Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,May,Greeting of the Holy Father to the Mayor of Rome (25 May 2025),https://www.vatican.va/content/leo-xiv/en/speeches/2025/may/documents/20250525-sindaco-roma.html,"HOMAGE OF THE HOLY FATHER LEO XIVTO THE MAYOR OF THE CITY OF ROME Piazza dell’Aracoeli, at the foot of the Capitoline stepsSunday, 25 May 2025 [Multimedia] ___________________________________ Lord Mayor, I am very grateful to you for your welcome and for the words of greeting you have addressed to me. Together with you, I thank the civic administration, as well as the civil and military authorities, on the day of my inauguration as Bishop of Rome. As I officially undertake the ministry of Pastor of this diocese, I feel the grave but exciting responsibility to serve all its members, having at heart first and foremost the faith of the people of God and therefore the common good of society. For this latter purpose we are collaborators, each one in his own institutional sphere. Just after the election, I reminded the brothers and sisters gathered in Saint Peter’s Square that I am Christian with them and bishop for them: in a special way, today I can say that for you and with you I am Roman! For two millennia the Church has been practising her apostolate in Rome, proclaiming Christ’s Gospel and working in charity. The education of the young and assistance to those who are suffering, dedication to the lowliest and the fostering of the arts are expressions of that care for human dignity that we must support in every time, especially towards the small, the weak and the poor. In the holy year of the Jubilee, this concern is extended to pilgrims from every part of the world, and it also benefits from the profuse commitment of the Capitoline administration, for which I express my keen gratitude. Lord Mayor, I hope that Rome, incomparable for the wealth of her historic and artistic heritage, may also always be distinguished for those values of humanity and civilization that draw their lifeblood from the Gospel. With these sentiments, I impart my Apostolic Blessing upon this city and all her inhabitants. ___________________________________ Holy See Press Office Bulletin, 25 May 2025 Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
2025,May,Meeting of the Holy Father with Employees of the Holy See and the Vatican City State (24 May 2025),https://www.vatican.va/content/leo-xiv/en/speeches/2025/may/documents/20250524-dipendenti-curia-scv.html,"MEETING OF THE HOLY FATHER WITH EMPLOYEES OF THE HOLY SEE AND THE VATICAN CITY STATE ADDRESS OF THE HOLY FATHER Audience HallSaturday, 24 May 2025 [Multimedia] ___________________________________ Thank you! When the applause lasts longer than the address, I will have to make a longer address! So… be careful! Thank you! Thank you! In the name of the Father, of the Son, and of the Holy Spirit, peace be with you. Dear brothers and sisters! I am glad to be able to greet all of you who form the working communities of the Roman Curia, the Governorate and the Vicariate of Rome. I greet the Heads of the Dicasteries and the other Superiors, the Office Heads and all the officials, as well as the authorities of Vatican City, the managers and the employees. And I am very happy that many family members are also present, taking advantage of the Saturday. This first meeting of ours is certainly not the moment to make keynote speeches, but rather it is an opportunity for me to thank you for the service you carry out, and this service that I have, so to speak, “inherited” from my predecessors. Thank you indeed. Yes, as you know, I arrived only two years ago, when our beloved Pope Francis appointed me as Prefect of the Dicastery for Bishops. Then I left the diocese of Chiclayo, in Peru, and came to work here. What a change! And now, then… What can I say? Only what Simon Peter said to Jesus on Lake Tiberias: “Lord, you know everything; you know that I love you” (Jn21:17). Popes pass, the Curia remains. This applies to every particular Church, for the episcopal Curias. And it also applies to the Curia of the Bishop of Rome. The Curia is the institution that preserves and transmits the historical memory of a Church, of the ministry of its bishops. This is very important. Memory is an essential element in a living organism. It is not only directed to the past, but nourishes the present and guides the future. Without memory, the path is lost, it loses its sense of direction. Here, dear friends, is the first thought I would like to share with you: to work in the Roman Curia means to contribute to keeping the memory of the Apostolic See alive, in the vital sense I have just mentioned, so that the Pope’s ministry may be implemented in the best way. And, by analogy, this can also be said of the services of Vatican City State. Then, there is another aspect I would like to recall, complementary to that of memory, that is themissionarydimension of the Church and of every institution linked to the Petrine ministry. This was insisted upon a great deal byPope Franciswho, consistently with the project laid out in the Apostolic ExhortationEvangelii gaudium, reformed the Roman Curia from the perspective of evangelization, with the Apostolic ConstitutionPraedicate Evangelium. And he did this by following in the footsteps of his predecessors, especiallySaint Paul VIandSaint John Paul II. As I think you know, the experience of mission forms part of my life, and not only as a baptized person, as for all us Christians, but because as an Augustinian religious I was a missionary in Peru, and in the midst of the Peruvian people my pastoral vocation matured. I will never be able to thank the Lord enough for this gift! Then, the call to serve the Church here in the Roman Curia was a new mission, which I shared with you during these last two years. And still I continue it and will continue it, as long as God wills, in this service that has been entrusted to me. Therefore, I repeat to you what I said inmy first greeting, in the evening of 8 May: “Together, we must look for ways to be a missionary Church, a Church that builds bridges and encourages dialogue, a Church ever open to welcoming… with open arms, all those who are in need of our charity, our presence, our readiness to dialogue and our love”. These words were addressed to the Church of Rome. And now I repeat them, thinking of the mission of this Church towards all the Churches and the entire world, of serving communion, unity, in charity and in truth. The Lord gave this task to Peter and his successors, and you all collaborate in different ways in this great task. Each one of you gives your contribution, carrying out your daily work with commitment and also with faith, because faith and prayer are like salt for food; they impart flavour. If, then, we must all cooperate in the great cause of unity and love, let us seek to do so first of all with our behaviour in everyday situations, starting also from the work environment. Each person can be a builder of unity with his attitudes towards colleagues, overcoming inevitable misunderstandings with patience, with humility, putting himself in the shoes of others, avoiding prejudices, and also with a good dose of humour, asPope Francistaught us. Dear brothers and sisters, thank you again from the bottom of my heart! We are in the month of May: let us invoke the Virgin Mary together, so that she may bless the Roman Curia and Vatican City, and also your families, especially children, the elderly and the sick and suffering. Thank you! So, let us say together: “Hail Mary…” [Blessing] Thank you once again, best wishes!  __________________________ Holy See Press Office Bulletin, 24 May 2025 Copyright © Dicastero per la Comunicazione - Libreria Editrice Vaticana"
